,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count_total
9144,,Spring,1,Jan,22,0,Sat,0,Misty/Cloudy,0.18,0.1667,0.74,0.2985,3,56,59
9145,,Spring,1,Jan,23,0,Sat,0,Misty/Cloudy,0.16,0.1515,0.8,0.2537,1,51,52
9146,,Spring,1,Jan,0,0,Sun,0,Clear/Partly Cloudy,0.16,0.1364,0.8,0.2985,1,51,52
9147,,Spring,1,Jan,1,0,Sun,0,Misty/Cloudy,0.18,0.1667,0.74,0.2985,1,49,50
9148,,Spring,1,Jan,2,0,Sun,0,Misty/Cloudy,0.18,0.1667,0.74,0.2836,1,46,47
9149,,Spring,1,Jan,3,0,Sun,0,Misty/Cloudy,0.18,0.1667,0.69,0.2836,1,20,21
9150,,Spring,1,Jan,4,0,Sun,0,Light Snow/Rain,0.16,0.1364,0.8,0.2836,1,1,2
9151,,Spring,1,Jan,5,0,Sun,0,Light Snow/Rain,0.16,0.1515,0.74,0.2239,1,2,3
9152,,Spring,1,Jan,6,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.74,0.2239,0,4,4
9153,,Spring,1,Jan,7,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.74,0.2239,2,11,13
9154,,Spring,1,Jan,8,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.74,0.2239,3,29,32
9155,,Spring,1,Jan,9,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.74,0.2239,9,54,63
9156,,Spring,1,Jan,10,0,Sun,0,Misty/Cloudy,0.16,0.1364,0.74,0.2836,9,120,129
9157,,Spring,1,Jan,11,0,Sun,0,Light Snow/Rain,0.16,0.1515,0.8,0.2537,18,115,133
9158,,Spring,1,Jan,12,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.8,0.2239,24,161,185
9159,,Spring,1,Jan,13,0,Sun,0,Misty/Cloudy,0.16,0.1818,0.8,0.1343,24,175,199
9160,,Spring,1,Jan,14,0,Sun,0,Misty/Cloudy,0.16,0.1667,0.8,0.1642,19,163,182
9161,,Spring,1,Jan,15,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.8,0.194,27,149,176
9162,,Spring,1,Jan,16,0,Sun,0,Misty/Cloudy,0.16,0.1515,0.8,0.194,12,143,155
9163,,Spring,1,Jan,17,0,Sun,0,Misty/Cloudy,0.16,0.1818,0.8,0.1045,8,100,108
9164,,Spring,1,Jan,18,0,Sun,0,Light Snow/Rain,0.16,0.1818,0.86,0.1045,11,110,121
9165,,Spring,1,Jan,19,0,Sun,0,Light Snow/Rain,0.16,0.1818,0.86,0.1045,9,80,89
9166,,Spring,1,Jan,20,0,Sun,0,Light Snow/Rain,0.16,0.1667,0.86,0.1642,5,69,74
9167,,Spring,1,Jan,21,0,Sun,0,Light Snow/Rain,0.16,0.1818,0.86,0.1045,8,36,44
9168,,Spring,1,Jan,22,0,Sun,0,Misty/Cloudy,0.16,0.197,0.93,0.0896,0,58,58
9169,,Spring,1,Jan,23,0,Sun,0,Misty/Cloudy,0.16,0.1818,0.93,0.1045,2,35,37
9170,,Spring,1,Jan,0,0,Mon,1,Misty/Cloudy,0.18,0.2424,0.86,0.0,2,17,19
9171,,Spring,1,Jan,1,0,Mon,1,Misty/Cloudy,0.18,0.2121,0.86,0.1045,0,4,4
9172,,Spring,1,Jan,2,0,Mon,1,Misty/Cloudy,0.18,0.2121,0.86,0.1045,0,2,2
9173,,Spring,1,Jan,3,0,Mon,1,Misty/Cloudy,0.18,0.2424,0.86,0.0,0,1,1
9174,,Spring,1,Jan,4,0,Mon,1,Misty/Cloudy,0.2,0.2576,0.8,0.0,0,1,1
9175,,Spring,1,Jan,5,0,Mon,1,Misty/Cloudy,0.2,0.2576,0.86,0.0,0,19,19
9176,,Spring,1,Jan,6,0,Mon,1,Misty/Cloudy,0.2,0.2576,0.86,0.0,6,36,42
9177,,Spring,1,Jan,7,0,Mon,1,Light Snow/Rain,0.2,0.2576,0.86,0.0,8,114,122
9178,,Spring,1,Jan,8,0,Mon,1,Light Snow/Rain,0.2,0.2121,0.86,0.1343,5,267,272
9179,,Spring,1,Jan,9,0,Mon,1,Misty/Cloudy,0.2,0.2273,0.86,0.0896,13,198,211
9180,,Spring,1,Jan,10,0,Mon,1,Misty/Cloudy,0.2,0.2576,0.93,0.0,10,139,149
9181,,Spring,1,Jan,11,0,Mon,1,Misty/Cloudy,0.2,0.2273,0.93,0.0896,5,57,62
9182,,Spring,1,Jan,12,0,Mon,1,Misty/Cloudy,0.22,0.2727,0.93,0.0,10,52,62
9183,,Spring,1,Jan,13,0,Mon,1,Light Snow/Rain,0.22,0.2576,0.93,0.0896,5,32,37
9184,,Spring,1,Jan,14,0,Mon,1,Light Snow/Rain,0.22,0.2273,0.93,0.194,13,48,61
9185,,Spring,1,Jan,15,0,Mon,1,Misty/Cloudy,0.22,0.2121,1.0,0.2239,10,64,74
9186,,Spring,1,Jan,16,0,Mon,1,Misty/Cloudy,0.24,0.2424,0.93,0.1642,14,108,122
9187,,Spring,1,Jan,17,0,Mon,1,Misty/Cloudy,0.24,0.2576,0.96,0.1045,6,270,276
9188,,Spring,1,Jan,18,0,Mon,1,Misty/Cloudy,0.24,0.2424,0.93,0.1343,7,275,282
9189,,Spring,1,Jan,19,0,Mon,1,Misty/Cloudy,0.26,0.2576,0.93,0.1642,9,211,220
9190,,Spring,1,Jan,20,0,Mon,1,Misty/Cloudy,0.26,0.2576,1.0,0.1642,8,161,169
9191,,Spring,1,Jan,21,0,Mon,1,Misty/Cloudy,0.26,0.2424,1.0,0.2836,8,112,120
9192,,Spring,1,Jan,22,0,Mon,1,Misty/Cloudy,0.26,0.2424,1.0,0.2836,4,64,68
9193,,Spring,1,Jan,23,0,Mon,1,Misty/Cloudy,0.28,0.2576,0.93,0.3284,2,35,37
9194,,Spring,1,Jan,0,0,Tue,1,Misty/Cloudy,0.3,0.2879,1.0,0.2836,6,19,25
9195,,Spring,1,Jan,1,0,Tue,1,Misty/Cloudy,0.32,0.303,0.93,0.2537,2,7,9
9196,,Spring,1,Jan,2,0,Tue,1,Misty/Cloudy,0.32,0.303,0.93,0.2239,2,6,8
9197,,Spring,1,Jan,3,0,Tue,1,Misty/Cloudy,0.32,0.3333,0.93,0.1343,0,3,3
9198,,Spring,1,Jan,4,0,Tue,1,Misty/Cloudy,0.3,0.3182,1.0,0.0896,0,2,2
9199,,Spring,1,Jan,5,0,Tue,1,Misty/Cloudy,0.3,0.3182,1.0,0.0896,0,26,26
9200,,Spring,1,Jan,6,0,Tue,1,Misty/Cloudy,0.32,0.3182,0.93,0.194,1,88,89
9201,,Spring,1,Jan,7,0,Tue,1,Misty/Cloudy,0.32,0.3333,0.93,0.1343,11,221,232
9202,,Spring,1,Jan,8,0,Tue,1,Misty/Cloudy,0.32,0.3333,0.93,0.1343,11,479,490
9203,,Spring,1,Jan,9,0,Tue,1,Misty/Cloudy,0.32,0.3333,0.87,0.0896,11,244,255
9204,,Spring,1,Jan,10,0,Tue,1,Clear/Partly Cloudy,0.32,0.3333,0.93,0.0896,23,93,116
9205,,Spring,1,Jan,11,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.87,0.1343,30,123,153
9206,,Spring,1,Jan,12,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.87,0.1642,25,150,175
9207,,Spring,1,Jan,13,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.87,0.1642,33,170,203
9208,,Spring,1,Jan,14,0,Tue,1,Clear/Partly Cloudy,0.36,0.3485,0.81,0.2239,35,138,173
9209,,Spring,1,Jan,15,0,Tue,1,Misty/Cloudy,0.4,0.4091,0.71,0.1642,52,156,208
9210,,Spring,1,Jan,16,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.71,0.1343,35,243,278
9211,,Spring,1,Jan,17,0,Tue,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.0896,41,474,515
9212,,Spring,1,Jan,18,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0896,32,391,423
9213,,Spring,1,Jan,19,0,Tue,1,Clear/Partly Cloudy,0.44,0.4394,0.51,0.0896,20,311,331
9214,,Spring,1,Jan,20,0,Tue,1,Clear/Partly Cloudy,0.32,0.3485,0.76,0.0,18,211,229
9215,,Spring,1,Jan,21,0,Tue,1,Clear/Partly Cloudy,0.36,0.3788,0.71,0.0,18,154,172
9216,,Spring,1,Jan,22,0,Tue,1,Clear/Partly Cloudy,0.32,0.3485,0.81,0.0,14,111,125
9217,,Spring,1,Jan,23,0,Tue,1,Clear/Partly Cloudy,0.32,0.3485,0.76,0.0,19,80,99
9218,,Spring,1,Jan,0,0,Wed,1,Clear/Partly Cloudy,0.26,0.303,0.93,0.0,6,25,31
9219,,Spring,1,Jan,1,0,Wed,1,Clear/Partly Cloudy,0.3,0.2879,0.7,0.2239,4,9,13
9220,,Spring,1,Jan,2,0,Wed,1,Clear/Partly Cloudy,0.28,0.2727,0.7,0.194,3,3,6
9221,,Spring,1,Jan,3,0,Wed,1,Clear/Partly Cloudy,0.26,0.2576,0.75,0.194,0,1,1
9222,,Spring,1,Jan,4,0,Wed,1,Clear/Partly Cloudy,0.26,0.2424,0.7,0.2836,0,4,4
9223,,Spring,1,Jan,5,0,Wed,1,Clear/Partly Cloudy,0.26,0.2424,0.7,0.2836,0,33,33
9224,,Spring,1,Jan,6,0,Wed,1,Clear/Partly Cloudy,0.24,0.2273,0.73,0.2239,1,87,88
9225,,Spring,1,Jan,7,0,Wed,1,Clear/Partly Cloudy,0.24,0.2273,0.75,0.2239,14,243,257
9226,,Spring,1,Jan,8,0,Wed,1,Clear/Partly Cloudy,0.24,0.2273,0.7,0.2537,18,495,513
9227,,Spring,1,Jan,9,0,Wed,1,Clear/Partly Cloudy,0.24,0.2273,0.7,0.2537,18,218,236
9228,,Spring,1,Jan,10,0,Wed,1,Misty/Cloudy,0.26,0.2273,0.7,0.3284,30,111,141
9229,,Spring,1,Jan,11,0,Wed,1,Misty/Cloudy,0.3,0.2727,0.61,0.2985,52,105,157
9230,,Spring,1,Jan,12,0,Wed,1,Clear/Partly Cloudy,0.32,0.3333,0.53,0.1343,46,147,193
9231,,Spring,1,Jan,13,0,Wed,1,Clear/Partly Cloudy,0.34,0.3333,0.49,0.1343,63,149,212
9232,,Spring,1,Jan,14,0,Wed,1,Clear/Partly Cloudy,0.34,0.3485,0.49,0.0896,53,107,160
9233,,Spring,1,Jan,15,0,Wed,1,Clear/Partly Cloudy,0.36,0.3788,0.46,0.0,30,125,155
9234,,Spring,1,Jan,16,0,Wed,1,Clear/Partly Cloudy,0.34,0.3333,0.53,0.1642,29,217,246
9235,,Spring,1,Jan,17,0,Wed,1,Clear/Partly Cloudy,0.36,0.3485,0.53,0.1642,27,443,470
9236,,Spring,1,Jan,18,0,Wed,1,Clear/Partly Cloudy,0.32,0.3333,0.66,0.1343,24,415,439
9237,,Spring,1,Jan,19,0,Wed,1,Misty/Cloudy,0.34,0.3636,0.53,0.0,5,311,316
9238,,Spring,1,Jan,20,0,Wed,1,Clear/Partly Cloudy,0.32,0.3182,0.61,0.194,10,225,235
9239,,Spring,1,Jan,21,0,Wed,1,Clear/Partly Cloudy,0.3,0.3333,0.65,0.0,19,166,185
9240,,Spring,1,Jan,22,0,Wed,1,Clear/Partly Cloudy,0.3,0.3182,0.65,0.0896,12,101,113
9241,,Spring,1,Jan,23,0,Wed,1,Misty/Cloudy,0.28,0.3182,0.65,0.0,3,63,66
9242,,Spring,1,Jan,0,0,Thu,1,Misty/Cloudy,0.28,0.2879,0.75,0.1045,3,22,25
9243,,Spring,1,Jan,1,0,Thu,1,Misty/Cloudy,0.28,0.3182,0.75,0.0,5,16,21
9244,,Spring,1,Jan,2,0,Thu,1,Misty/Cloudy,0.28,0.2727,0.75,0.1642,1,6,7
9245,,Spring,1,Jan,3,0,Thu,1,Misty/Cloudy,0.28,0.303,0.75,0.0896,1,5,6
9246,,Spring,1,Jan,4,0,Thu,1,Clear/Partly Cloudy,0.28,0.3182,0.75,0.0,0,3,3
9247,,Spring,1,Jan,5,0,Thu,1,Misty/Cloudy,0.3,0.3182,0.75,0.1045,0,28,28
9248,,Spring,1,Jan,6,0,Thu,1,Misty/Cloudy,0.28,0.3182,0.81,0.0,0,88,88
9249,,Spring,1,Jan,7,0,Thu,1,Misty/Cloudy,0.28,0.303,0.81,0.0896,11,228,239
9250,,Spring,1,Jan,8,0,Thu,1,Misty/Cloudy,0.28,0.303,0.81,0.0896,16,514,530
9251,,Spring,1,Jan,9,0,Thu,1,Misty/Cloudy,0.3,0.3333,0.81,0.0,18,256,274
9252,,Spring,1,Jan,10,0,Thu,1,Misty/Cloudy,0.3,0.303,0.81,0.1343,16,92,108
9253,,Spring,1,Jan,11,0,Thu,1,Misty/Cloudy,0.3,0.3182,0.87,0.1045,11,100,111
9254,,Spring,1,Jan,12,0,Thu,1,Misty/Cloudy,0.34,0.3333,0.81,0.1343,29,136,165
9255,,Spring,1,Jan,13,0,Thu,1,Misty/Cloudy,0.38,0.3939,0.71,0.0,17,156,173
9256,,Spring,1,Jan,14,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.71,0.1045,16,112,128
9257,,Spring,1,Jan,15,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.71,0.1045,22,142,164
9258,,Spring,1,Jan,16,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.71,0.0896,15,209,224
9259,,Spring,1,Jan,17,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.71,0.0,16,397,413
9260,,Spring,1,Jan,18,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.71,0.0,12,394,406
9261,,Spring,1,Jan,19,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.76,0.1045,11,302,313
9262,,Spring,1,Jan,20,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.82,0.1343,8,216,224
9263,,Spring,1,Jan,21,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.76,0.1045,8,184,192
9264,,Spring,1,Jan,22,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.82,0.1045,3,139,142
9265,,Spring,1,Jan,23,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.82,0.0,5,86,91
9266,,Spring,1,Jan,0,0,Fri,1,Misty/Cloudy,0.4,0.4091,0.82,0.2537,6,32,38
9267,,Spring,1,Jan,1,0,Fri,1,Misty/Cloudy,0.4,0.4091,0.87,0.2239,6,23,29
9268,,Spring,1,Jan,2,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.1343,2,11,13
9269,,Spring,1,Jan,3,0,Fri,1,Misty/Cloudy,0.42,0.4242,0.94,0.2836,3,5,8
9270,,Spring,1,Jan,4,0,Fri,1,Misty/Cloudy,0.4,0.4091,1.0,0.2985,1,3,4
9271,,Spring,1,Jan,5,0,Fri,1,Misty/Cloudy,0.42,0.4242,0.94,0.3284,0,24,24
9272,,Spring,1,Jan,6,0,Fri,1,Misty/Cloudy,0.42,0.4242,1.0,0.3284,0,72,72
9273,,Spring,1,Jan,7,0,Fri,1,Misty/Cloudy,0.42,0.4242,1.0,0.2985,6,128,134
9274,,Spring,1,Jan,8,0,Fri,1,Light Snow/Rain,0.5,0.4848,0.88,0.2836,14,206,220
9275,,Spring,1,Jan,9,0,Fri,1,Light Snow/Rain,0.5,0.4848,0.88,0.2836,6,101,107
9276,,Spring,1,Jan,10,0,Fri,1,Light Snow/Rain,0.48,0.4697,1.0,0.1642,9,117,126
9277,,Spring,1,Jan,11,0,Fri,1,Misty/Cloudy,0.48,0.4697,0.94,0.1343,10,95,105
9278,,Spring,1,Jan,12,0,Fri,1,Misty/Cloudy,0.5,0.4848,0.88,0.1642,25,155,180
9279,,Spring,1,Jan,13,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.59,0.4627,26,175,201
9280,,Spring,1,Jan,14,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.55,0.5522,23,153,176
9281,,Spring,1,Jan,15,0,Fri,1,Clear/Partly Cloudy,0.48,0.4697,0.51,0.3284,27,170,197
9282,,Spring,1,Jan,16,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.51,0.5522,26,241,267
9283,,Spring,1,Jan,17,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.5,0.5821,16,406,422
9284,,Spring,1,Jan,18,0,Fri,1,Clear/Partly Cloudy,0.4,0.4091,0.5,0.4925,20,363,383
9285,,Spring,1,Jan,19,0,Fri,1,Clear/Partly Cloudy,0.36,0.3333,0.5,0.3881,10,241,251
9286,,Spring,1,Jan,20,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.53,0.3582,6,153,159
9287,,Spring,1,Jan,21,0,Fri,1,Clear/Partly Cloudy,0.34,0.2879,0.53,0.5224,8,127,135
9288,,Spring,1,Jan,22,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.49,0.3881,11,108,119
9289,,Spring,1,Jan,23,0,Fri,1,Clear/Partly Cloudy,0.32,0.2879,0.49,0.4179,8,78,86
9290,,Spring,1,Jan,0,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.52,0.2836,1,68,69
9291,,Spring,1,Jan,1,0,Sat,0,Clear/Partly Cloudy,0.3,0.303,0.52,0.1642,1,57,58
9292,,Spring,1,Jan,2,0,Sat,0,Clear/Partly Cloudy,0.26,0.303,0.6,0.0,3,38,41
9293,,Spring,1,Jan,3,0,Sat,0,Clear/Partly Cloudy,0.26,0.2879,0.6,0.0896,1,16,17
9294,,Spring,1,Jan,4,0,Sat,0,Clear/Partly Cloudy,0.26,0.2576,0.6,0.1642,0,8,8
9295,,Spring,1,Jan,5,0,Sat,0,Clear/Partly Cloudy,0.24,0.2576,0.75,0.0896,0,10,10
9296,,Spring,1,Jan,6,0,Sat,0,Clear/Partly Cloudy,0.24,0.2879,0.7,0.0,3,12,15
9297,,Spring,1,Jan,7,0,Sat,0,Clear/Partly Cloudy,0.22,0.2727,0.75,0.0,3,28,31
9298,,Spring,1,Jan,8,0,Sat,0,Clear/Partly Cloudy,0.2,0.2273,0.8,0.0896,9,82,91
9299,,Spring,1,Jan,9,0,Sat,0,Clear/Partly Cloudy,0.22,0.2727,0.8,0.0,13,145,158
9300,,Spring,1,Jan,10,0,Sat,0,Clear/Partly Cloudy,0.26,0.2727,0.7,0.1343,27,164,191
9301,,Spring,1,Jan,11,0,Sat,0,Clear/Partly Cloudy,0.3,0.303,0.56,0.1343,55,241,296
9302,,Spring,1,Jan,12,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.61,0.2836,70,244,314
9303,,Spring,1,Jan,13,0,Sat,0,Clear/Partly Cloudy,0.34,0.3182,0.57,0.2537,80,293,373
9304,,Spring,1,Jan,14,0,Sat,0,Clear/Partly Cloudy,0.38,0.3939,0.5,0.3881,123,239,362
9305,,Spring,1,Jan,15,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.47,0.3284,90,320,410
9306,,Spring,1,Jan,16,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.44,0.3582,131,276,407
9307,,Spring,1,Jan,17,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.44,0.3881,57,233,290
9308,,Spring,1,Jan,18,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2239,40,201,241
9309,,Spring,1,Jan,19,0,Sat,0,Misty/Cloudy,0.42,0.4242,0.41,0.5522,33,173,206
9310,,Spring,1,Jan,20,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.35,0.3881,5,115,120
9311,,Spring,1,Jan,21,0,Sat,0,Clear/Partly Cloudy,0.36,0.3333,0.29,0.3582,18,109,127
9312,,Spring,1,Jan,22,0,Sat,0,Clear/Partly Cloudy,0.34,0.3333,0.34,0.194,6,97,103
9313,,Spring,1,Jan,23,0,Sat,0,Clear/Partly Cloudy,0.32,0.3182,0.31,0.194,6,79,85
9314,,Spring,1,Jan,0,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.33,0.2239,15,81,96
9315,,Spring,1,Jan,1,0,Sun,0,Clear/Partly Cloudy,0.3,0.2727,0.28,0.3582,5,68,73
9316,,Spring,1,Jan,2,0,Sun,0,Clear/Partly Cloudy,0.28,0.2576,0.26,0.3284,3,48,51
9317,,Spring,1,Jan,3,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.28,0.194,4,17,21
9318,,Spring,1,Jan,4,0,Sun,0,Clear/Partly Cloudy,0.24,0.2576,0.3,0.0,0,5,5
9319,,Spring,1,Jan,5,0,Sun,0,Clear/Partly Cloudy,0.2,0.2121,0.51,0.1343,1,6,7
9320,,Spring,1,Jan,6,0,Sun,0,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,1,4,5
9321,,Spring,1,Jan,7,0,Sun,0,Clear/Partly Cloudy,0.2,0.2121,0.37,0.1343,0,12,12
9322,,Spring,1,Jan,8,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.4,0.1343,9,61,70
9323,,Spring,1,Jan,9,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.43,0.1343,13,98,111
9324,,Spring,1,Jan,10,0,Sun,0,Clear/Partly Cloudy,0.24,0.2424,0.35,0.1343,38,153,191
9325,,Spring,1,Jan,11,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.28,0.2239,57,198,255
9326,,Spring,1,Jan,12,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.26,0.2239,73,215,288
9327,,Spring,1,Jan,13,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.26,0.2239,78,238,316
9328,,Spring,1,Jan,14,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.26,0.2537,51,229,280
9329,,Spring,1,Jan,15,0,Sun,0,Clear/Partly Cloudy,0.36,0.3333,0.25,0.2836,68,242,310
9330,,Spring,1,Jan,16,0,Sun,0,Clear/Partly Cloudy,0.36,0.3333,0.21,0.4179,54,268,322
9331,,Spring,1,Jan,17,0,Sun,0,Clear/Partly Cloudy,0.36,0.3333,0.21,0.4179,33,201,234
9332,,Spring,1,Jan,18,0,Sun,0,Clear/Partly Cloudy,0.34,0.303,0.23,0.3582,17,151,168
9333,,Spring,1,Jan,19,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.29,0.2537,14,145,159
9334,,Spring,1,Jan,20,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2239,13,98,111
9335,,Spring,1,Jan,21,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.33,0.2836,0,69,69
9336,,Spring,1,Jan,22,0,Sun,0,Clear/Partly Cloudy,0.32,0.2879,0.26,0.3881,7,57,64
9337,,Spring,1,Jan,23,0,Sun,0,Clear/Partly Cloudy,0.3,0.2727,0.33,0.3284,4,21,25
9338,,Spring,1,Jan,0,0,Mon,1,Misty/Cloudy,0.32,0.2879,0.26,0.4179,0,10,10
9339,,Spring,1,Jan,1,0,Mon,1,Clear/Partly Cloudy,0.26,0.2273,0.6,0.3582,0,9,9
9340,,Spring,1,Jan,2,0,Mon,1,Clear/Partly Cloudy,0.24,0.2121,0.48,0.3582,1,6,7
9341,,Spring,1,Jan,3,0,Mon,1,Clear/Partly Cloudy,0.24,0.2273,0.48,0.194,0,4,4
9342,,Spring,1,Jan,4,0,Mon,1,Clear/Partly Cloudy,0.2,0.2121,0.51,0.1343,0,5,5
9343,,Spring,1,Jan,5,0,Mon,1,Clear/Partly Cloudy,0.2,0.2121,0.51,0.1343,0,26,26
9344,,Spring,1,Jan,6,0,Mon,1,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2537,0,80,80
9345,,Spring,1,Jan,7,0,Mon,1,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2836,4,221,225
9346,,Spring,1,Jan,8,0,Mon,1,Clear/Partly Cloudy,0.2,0.197,0.47,0.2239,12,481,493
9347,,Spring,1,Jan,9,0,Mon,1,Clear/Partly Cloudy,0.2,0.197,0.47,0.2239,5,193,198
9348,,Spring,1,Jan,10,0,Mon,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,3,82,85
9349,,Spring,1,Jan,11,0,Mon,1,Clear/Partly Cloudy,0.26,0.2576,0.38,0.0,6,93,99
9350,,Spring,1,Jan,12,0,Mon,1,Clear/Partly Cloudy,0.26,0.2273,0.35,0.3881,5,129,134
9351,,Spring,1,Jan,13,0,Mon,1,Clear/Partly Cloudy,0.3,0.2879,0.31,0.194,15,117,132
9352,,Spring,1,Jan,14,0,Mon,1,Clear/Partly Cloudy,0.32,0.3333,0.24,0.1343,15,100,115
9353,,Spring,1,Jan,15,0,Mon,1,Clear/Partly Cloudy,0.32,0.3182,0.24,0.194,7,131,138
9354,,Spring,1,Jan,16,0,Mon,1,Clear/Partly Cloudy,0.34,0.3333,0.25,0.194,11,210,221
9355,,Spring,1,Jan,17,0,Mon,1,Clear/Partly Cloudy,0.36,0.3485,0.21,0.194,16,422,438
9356,,Spring,1,Jan,18,0,Mon,1,Clear/Partly Cloudy,0.34,0.3333,0.23,0.1642,11,399,410
9357,,Spring,1,Jan,19,0,Mon,1,Clear/Partly Cloudy,0.3,0.3182,0.45,0.1045,8,298,306
9358,,Spring,1,Jan,20,0,Mon,1,Clear/Partly Cloudy,0.3,0.303,0.39,0.1642,2,179,181
9359,,Spring,1,Jan,21,0,Mon,1,Clear/Partly Cloudy,0.3,0.303,0.42,0.1642,3,159,162
9360,,Spring,1,Jan,22,0,Mon,1,Clear/Partly Cloudy,0.28,0.2727,0.48,0.2239,2,92,94
9361,,Spring,1,Jan,23,0,Mon,1,Clear/Partly Cloudy,0.26,0.2576,0.6,0.194,0,52,52
9362,,Spring,1,Jan,0,0,Tue,1,Clear/Partly Cloudy,0.28,0.2727,0.52,0.2537,0,15,15
9363,,Spring,1,Jan,1,0,Tue,1,Clear/Partly Cloudy,0.3,0.2727,0.42,0.2985,1,7,8
9364,,Spring,1,Jan,2,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.42,0.2239,0,2,2
9365,,Spring,1,Jan,3,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.45,0.2239,0,2,2
9366,,Spring,1,Jan,4,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.194,0,1,1
9367,,Spring,1,Jan,5,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.194,0,22,22
9368,,Spring,1,Jan,6,0,Tue,1,Clear/Partly Cloudy,0.28,0.2727,0.52,0.1642,0,104,104
9369,,Spring,1,Jan,7,0,Tue,1,Clear/Partly Cloudy,0.26,0.2576,0.6,0.194,6,273,279
9370,,Spring,1,Jan,8,0,Tue,1,Clear/Partly Cloudy,0.26,0.2727,0.6,0.1045,14,498,512
9371,,Spring,1,Jan,9,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.52,0.194,30,231,261
9372,,Spring,1,Jan,10,0,Tue,1,Misty/Cloudy,0.32,0.3182,0.57,0.194,34,110,144
9373,,Spring,1,Jan,11,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2836,14,125,139
9374,,Spring,1,Jan,12,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2985,13,181,194
9375,,Spring,1,Jan,13,0,Tue,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.2239,27,171,198
9376,,Spring,1,Jan,14,0,Tue,1,Clear/Partly Cloudy,0.5,0.4848,0.29,0.3284,18,142,160
9377,,Spring,1,Jan,15,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.26,0.4478,27,150,177
